Gene,Length,RPF,mRNA,TE
YOR181W,633,34.86,32.34,1.07792207792208
YOR185C,220,94.45,74.49,1.2679554302591
YOR187W,437,237.46,274.34,0.86556827294598
YOR188W,1137,21.02,42.9,0.48997668997669
YOR189W,116,108.08,75.94,1.42322886489334
YOR191W,1619,12.21,42.86,0.284881007932805
YOR193W,376,6.36,24.74,0.257073565076799
YOR194C,286,77.95,58.34,1.3361330133699
YOR195W,821,32.09,41.6,0.771394230769231
YOR196C,414,36.53,51.12,0.714593114241002
YOR197W,432,227.5,206.89,1.09961815457489
YOR198C,470,673.44,446.71,1.50755523717848
YOR201C,412,23.13,47.9,0.482881002087683
YOR202W,220,155.97,112.3,1.38886910062333
YOR204W,604,772.57,666.85,1.15853640248932
YOR205C,556,5.81,27.62,0.210354815351195
YOR206W,710,120.27,139.54,0.861903396875448
YOR207C,1149,61.54,107.73,0.571242922120115
YOR208W,750,4.06,17.59,0.230812961910176
YOR209C,429,175.58,187.8,0.93493077742279
YOR210W,70,607.55,384.58,1.57977533933122
YOR211C,881,31.67,57.48,0.550974251913709
YOR212W,423,97.63,124.73,0.782730698308346
YOR213C,248,16.9,30.16,0.560344827586207
YOR215C,185,73.93,57.46,1.28663418029934
YOR216C,484,46.5,61.11,0.760922925871379
YOR217W,861,51.52,71.79,0.717648697590194
YOR219C,931,15.55,32.77,0.474519377479402
YOR220W,265,65.43,45.5,1.43802197802198
YOR221C,360,34.16,46.62,0.732732732732733
YOR222W,307,26.25,52.74,0.497724687144482
YOR223W,292,30.69,20.9,1.46842105263158
YOR224C,146,510.69,372.15,1.37226924627166
YOR226C,156,156.83,124.93,1.25534299207556
YOR227W,1246,8.06,38.83,0.207571465361834
YOR228C,302,8.09,14.83,0.545515846257586
YOR229W,467,21.66,32.67,0.662993572084481
YOR230W,437,445.56,410.73,1.08480023373019
YOR231W,508,14.12,34.59,0.408210465452443
YOR232W,228,407.33,316.88,1.28543928300934
YOR233W,800,18.95,41.77,0.453674886282021
YOR234C,107,2188.83,1558.79,1.40418529757055
YOR236W,211,54.38,64.84,0.838679827267119
YOR237W,434,2.73,4.88,0.559426229508197
YOR238W,303,22.92,32.32,0.709158415841584
YOR239W,628,165.47,127.27,1.30014928891333
YOR241W,548,54.02,77.77,0.694612318374695
YOR243C,676,86.5,113.5,0.762114537444934
YOR244W,445,20.03,31.96,0.626720901126408
YOR245C,418,24.16,34.5,0.700289855072464
YOR246C,330,44.35,107.83,0.411295557822498
YOR247W,210,464.3,324.35,1.43147834129798
YOR249C,685,8.06,19.61,0.411014788373279
YOR250C,445,27.84,37.05,0.751417004048583
YOR251C,304,96.14,77.87,1.23462180557339
YOR252W,178,134.35,64.7,2.07650695517774
YOR253W,176,173.43,159.11,1.09000062849601
YOR254C,663,172.86,215.79,0.801056582788823
YOR256C,809,17.6,41.85,0.420549581839904
YOR257W,161,101.29,39.43,2.56885620086229
YOR258W,217,8.75,15.42,0.56744487678339794
YOR259C,437,247.95,215.11,1.15266607782065
YOR260W,578,95.98,154.37,0.621752931269029
YOR261C,338,257.8,257.29,1.00198219907497
YOR262W,347,39.04,41.7,0.93621103117506
YOR264W,430,77.4,87.9,0.880546075085324
YOR265W,106,244.8,123.97,1.97467129144148
YOR266W,423,9.8,17.68,0.554298642533937
YOR269W,494,6.02,17.83,0.337633202467751
YOR270C,840,278.92,422.84,0.659634850061489
YOR271C,327,205.21,188.58,1.08818538551278
YOR272W,460,126.93,109.45,1.15970762905436
YOR273C,659,25.76,37.71,0.683107928931318
YOR274W,428,22.72,26.1,0.870498084291188
YOR275C,661,12.93,42.66,0.30309423347398
YOR276W,161,767.55,555.43,1.38190230992204
YOR278W,275,20.43,34,0.600882352941176
YOR279C,310,16.43,13.81,1.18971759594497
YOR280C,266,56.68,46.62,1.21578721578722
YOR281C,286,107.27,112.54,0.953172205438066
YOR283W,230,154.09,102.92,1.49718227749709
YOR284W,243,17.12,25.52,0.670846394984326
YOR285W,139,475.49,351.94,1.35105415695857
YOR286W,149,177.33,134.1,1.32237136465324
YOR287C,300,57.77,38.72,1.49199380165289
YOR288C,318,44.7,39.16,1.1414708886619
YOR289W,251,13.45,14.71,0.914343983684568
YOR290C,1703,28.7,81.12,0.35379684418146
YOR291W,1472,15.85,43.06,0.36809103576405
YOR292C,309,16.59,25.17,0.65911799761621
YOR293W,105,6116.61,3810.2,1.60532517978059
YOR294W,203,243.52,161.46,1.50823733432429
YOR295W,228,17.93,25.9,0.692277992277992
YOR296W,1289,7.17,25.24,0.284072900158479
YOR297C,192,42.01,43.32,0.969759926131117
YOR298CA,151,1750.76,1034.5,1.69237312711455
YOR299W,746,19.83,47.83,0.414593351453063
YOR301W,435,37.33,99.9,0.373673673673674
YOR302W,25,70.75,49.22,1.43742381145876
YOR303W,411,40.56,93.52,0.433704020530368
YOR304CA,76,60.02,55.69,1.07775184054588
YOR304W,1120,26.77,56.2,0.476334519572954
YOR305W,242,13.39,50.03,0.26763941635019
YOR306C,521,11.95,35.33,0.338239456552505
YOR307C,453,22.57,52.04,0.433704842428901
YOR308C,587,19.46,24.4,0.797540983606557
YOR310C,511,588.09,470.58,1.2497131199796
YOR311C,290,66.27,80.61,0.822106438407145
YOR315W,346,68.95,102.41,0.673274094326726
YOR316C,439,64.32,65.7,0.978995433789954
YOR317W,700,153.84,132.32,1.16263603385732
YOR319W,213,20.47,36.28,0.564222712238148
YOR320C,491,46.73,92.02,0.507824386003043
YOR321W,753,33.58,50.46,0.665477606024574
YOR322C,818,16.66,46.09,0.361466695595574
YOR323C,456,395.76,313.32,1.26311757947147
YOR324C,602,9.8,29.92,0.327540106951872
YOR326W,1574,85.01,200.99,0.422956365988358
YOR327C,115,355.79,188.73,1.8851798866105
YOR328W,1564,0.38,12.02,0.0316139767054908
YOR329C,872,16.54,34.54,0.478865083960625
YOR330C,1254,11.09,43.88,0.252734731084777
YOR332W,233,1646.38,829.9,1.98382937703338
YOR334W,470,5.6,15.6,0.358974358974359
YOR335C,958,487.38,543.68,0.896446439081813
YOR336W,1365,21.86,54.8,0.398905109489051
YOR337W,759,9.68,25.55,0.378864970645793
YOR340C,326,188.61,154.14,1.22362787076684
YOR341W,1664,165.12,350.01,0.471757949772864
YOR342C,319,46.29,69.89,0.662326513092002
YOR344C,291,79.93,59.02,1.35428668248052
YOR346W,985,12.66,44.32,0.285649819494585
YOR347C,506,46.6,46.98,0.991911451681567
YOR349W,1014,4.7,12.33,0.381184103811841
YOR350C,663,5.99,20.71,0.2892322549493
YOR352W,343,24.2,22.1,1.09502262443439
YOR353C,791,15.73,34.72,0.453052995391705
YOR354C,692,29.84,63.79,0.467784919266343
YOR355W,522,68.76,145.85,0.471443263627014
YOR356W,631,50.25,75.89,0.662142574779286
YOR357C,162,102.03,99.34,1.02707871954902
YOR358W,242,16.84,20.95,0.80381861575179
YOR359W,523,23.46,29.55,0.793908629441624
YOR360C,526,24.76,45.19,0.547908829387033
YOR361C,763,325.31,295.42,1.10117798388735
YOR362C,288,290.82,255.99,1.13606000234384
YOR363C,996,4.97,17.94,0.277034559643255
YOR367W,200,73.89,79.24,0.932483594144372
YOR368W,401,12.65,19.64,0.644093686354379
YOR369C,143,7351.02,6945.2,1.05843172262858
YOR370C,603,52.17,125.04,0.417226487523992
YOR371C,897,15.46,39.67,0.389715149987396
YOR374W,519,153.45,140.53,1.09193766455561
YOR375C,454,628.54,531.61,1.18233291322586
YOR377W,525,18.82,38.81,0.484926565318217
YOR378W,515,3.59,5.54,0.648014440433213
YOR380W,546,2.62,12.71,0.206136900078678
YOR382W,153,558.64,294,1.90013605442177
YOR383C,204,653.46,356.57,1.83262753456544
YOR384W,694,3.3,10.07,0.327706057596822
YOR385W,290,16.02,16.12,0.99379652605459
YOR386W,565,11.43,18.21,0.627677100494234
YPL001W,374,39.62,38.29,1.03473491773309
YPL002C,233,21.41,36.12,0.592746400885936
YPL003W,462,10.46,25.35,0.412623274161736
YPL004C,341,451.22,335.13,1.34640288843136
YPL005W,606,3.18,11.21,0.283675289919715
YPL006W,1170,25,56.83,0.439908499032201
YPL007C,588,15.26,30.05,0.507820299500832
YPL008W,861,4.52,20.23,0.223430548690064
YPL010W,189,394.81,301.54,1.30931219738675
YPL011C,353,18.87,41.27,0.457232856796705
YPL012W,1228,85.71,134.7,0.63630289532294
YPL013C,121,120.8,82.57,1.46300108998426
YPL014W,381,13.54,16.02,0.845193508114856
YPL015C,357,30.22,82.58,0.36594817147009
YPL017C,499,2.61,5.23,0.499043977055449
YPL018W,369,26.09,33.21,0.785606744956338
YPL019C,835,427.35,591.47,0.722521852334015
YPL020C,621,15.6,33.36,0.467625899280576
YPL022W,1100,8.86,43.49,0.203724994251552
YPL023C,657,47.89,60.83,0.787276015124116
YPL024W,241,14.62,34.92,0.418671248568156
YPL026C,502,18.97,31.08,0.61036036036036
YPL028W,398,686.72,559.67,1.22700877302696
YPL029W,737,8.69,25.38,0.342395587076438
YPL030W,567,42.89,51.56,0.831846392552366
YPL031C,305,71.67,63.42,1.13008514664144
YPL032C,825,62.96,91.57,0.68756142841542
YPL034W,165,5.62,28.63,0.196297589940622
YPL037C,157,2746.26,1490.56,1.84243505796479
YPL038W,177,35.14,47.27,0.743389041675481
YPL039W,316,12.34,21.03,0.58678078934855
YPL040C,1002,7.79,25.34,0.30741910023678
YPL041C,207,8.7,15.45,0.563106796116505
YPL042C,555,10.05,30.06,0.334331337325349
YPL043W,685,115.46,112.3,1.02813891362422
YPL045W,798,15.16,35.22,0.430437251561613
YPL046C,99,58.44,45.74,1.27765631832094
YPL047W,99,30.43,44.24,0.687839059674503
YPL048W,415,549.13,455.39,1.20584553898856
YPL049C,452,65.01,83.95,0.774389517569982
YPL050C,395,109.95,170.7,0.644112478031635
YPL051W,198,31.74,31.32,1.01340996168582
YPL052W,292,8.72,19.21,0.453930244664237
YPL053C,446,80.41,102.07,0.787792691290291
YPL055C,332,48.18,47.58,1.01261034047919
YPL057C,382,36.6,60.55,0.604459124690339
YPL058C,1511,17.85,48.21,0.37025513378967
YPL059W,150,248.23,170.94,1.45214695214695
YPL060W,413,7.83,14.54,0.538514442916094
YPL061W,500,2725.74,1919.1,1.42032202594966
YPL063W,476,163.04,163.05,0.999938669119902
YPL064C,301,19.87,45.78,0.434032328527741
YPL065W,242,26.32,26.03,1.01114099116404
YPL066W,479,9.2,42.64,0.215759849906191
YPL067C,198,35.44,28.09,1.26165895336419
YPL068C,293,18.84,21.33,0.883263009845288
YPL069C,335,14.56,28.5,0.510877192982456
YPL070W,612,18.75,24.61,0.76188541243397
YPL071C,156,24.96,39.12,0.638036809815951
YPL072W,499,4.83,21.2,0.227830188679245
YPL074W,754,14.36,27.09,0.530084902177925
YPL075W,785,8.73,60.37,0.144608249130363
YPL076W,280,11.25,15.64,0.719309462915601
YPL077C,240,13.07,13.53,0.9660014781966
YPL078C,244,233.38,204.53,1.14105510194104
YPL082C,1867,20.49,85.72,0.239034064395707
YPL084W,844,40.61,61.05,0.665192465192465
YPL085W,2195,73.11,109.66,0.666697063651286
YPL086C,557,76.98,89.06,0.864361104873119
YPL087W,317,45.15,59.77,0.755395683453237
YPL088W,342,3.86,11.94,0.323283082077052
YPL089C,676,9.49,20.31,0.467257508616445
YPL091W,483,251.49,185.45,1.35610676732273
YPL092W,458,34.06,63.51,0.536293497087073
YPL093W,647,183.63,274.07,0.670011310978947
YPL094C,274,192.88,217.34,0.887457439955829
YPL095C,456,6.58,15.97,0.41202254226675
YPL096CA,68,24.2,36.91,0.655648875643457
YPL096W,363,22.7,24,0.945833333333333
YPL097W,492,15.54,26.31,0.590649942987457
YPL098C,113,239.73,135.02,1.77551473855725
YPL099C,182,41.47,35.96,1.15322580645161
YPL100W,496,23.64,28.08,0.841880341880342
YPL101W,456,38.87,51.59,0.753440589261485
YPL103C,468,16.27,25.76,0.631599378881987
YPL104W,658,11.9,28.05,0.424242424242424
YPL105C,849,36.28,65.04,0.557810578105781
YPL106C,693,2015.91,1567.79,1.28582909700917
YPL107W,248,19.25,19.45,0.989717223650386
YPL108W,168,33.05,21.09,1.56709340919867
YPL109C,657,4.8,14.16,0.338983050847458
YPL110C,1223,22.19,33.64,0.659631391200951
YPL111W,333,309.5,201.74,1.53415287003073
YPL112C,394,65.53,86.44,0.758098102730217
YPL113C,396,6.23,6.59,0.945371775417299
YPL115C,1128,19.06,51.57,0.369594725615668
YPL116W,697,27.06,48.65,0.556217882836588
YPL117C,288,292.35,177.55,1.64657842861166
YPL118W,344,76.98,106.16,0.725131876412962
YPL119C,617,5.38,7.18,0.749303621169916
YPL120W,557,13.23,24.12,0.548507462686567
YPL122C,513,20.56,42.79,0.480486094881982
YPL123C,434,18,13.95,1.29032258064516
YPL124W,253,19.92,14.39,1.38429464906185
YPL125W,1032,30.42,54.51,0.558062740781508
YPL126W,896,88.35,125.67,0.70303174982096
YPL127C,258,269.23,155.85,1.72749438562721
YPL128C,562,37.26,49.57,0.751664313092596
YPL129W,244,165.59,111.54,1.48457952304106
YPL131W,297,6830.22,4881.59,1.39917936573944
YPL132W,300,17.49,29.69,0.589087234759178
YPL133C,446,10.07,26.7,0.377153558052435
YPL134C,310,13.4,28.1,0.476868327402135
YPL135W,165,219.15,153.31,1.42945665644772
YPL137C,1276,20.08,68.65,0.292498179169701
YPL138C,353,19.51,29,0.672758620689655
YPL139C,460,37.17,26.43,1.40635641316686
YPL140C,506,10.08,18.29,0.551120831055221
YPL141C,865,15.67,38.35,0.408604954367666
YPL143W,107,5057.73,3438.17,1.47105291477734
YPL144W,148,64.44,68.5,0.940729927007299
YPL145C,434,236.81,240.86,0.983185252843976
YPL146C,455,79.53,69.33,1.14712245781047
YPL147W,870,1.89,6.79,0.278350515463918
YPL149W,294,6.46,32.81,0.196891191709845
YPL150W,901,9.23,28.95,0.318825561312608
YPL151C,451,15.97,33.94,0.470536240424278
YPL152W,358,24.36,32.99,0.738405577447711
YPL153C,821,10.79,20.08,0.537350597609562
YPL154C,405,493.48,486.08,1.01522383146807
YPL155C,706,15.82,26.7,0.59250936329588
YPL156C,284,16.22,21.66,0.748845798707295
YPL157W,315,26.84,37.03,0.72481771536592
YPL158C,758,40.11,57.27,0.700366684127816
YPL159C,253,38.31,35.21,1.0880431695541
YPL160W,1090,554.58,615.1,0.901609494391156
YPL161C,633,17.44,24.65,0.707505070993915
YPL162C,273,22.4,36.06,0.621186910704381
YPL163C,260,194.5,105.43,1.84482595086787
YPL164C,715,3.87,15.97,0.242329367564183
YPL166W,213,12.87,14.33,0.898115840893231
YPL167C,1504,0.72,11.88,0.0606060606060606
YPL168W,430,7.87,20.6,0.382038834951456
YPL169C,599,65.77,70.25,0.936227758007117
YPL170W,152,89.98,43.06,2.08964235949837
YPL172C,462,12.07,26.1,0.462452107279693
YPL173W,297,45.81,35.63,1.28571428571429
YPL174C,868,2.15,16.33,0.1316595223515
YPL175W,452,13.55,25.26,0.536421219319082
YPL176C,783,27.92,46.64,0.598627787307033
YPL177C,306,85.86,94.57,0.907898910859681
YPL178W,208,156.49,154.27,1.01439035457315
YPL179W,549,31.53,78.17,0.403351669438404
YPL180W,799,20.24,35.6,0.568539325842697
YPL181W,506,40.64,45.03,0.902509438152343
YPL183C,1013,44.62,68.36,0.652720889409011
YPL183WA,93,144.98,79.38,1.82640463592845
YPL184C,612,66.55,113.23,0.587741764550031
YPL188W,414,42.51,39.94,1.06434651977967
YPL189CA,68,79.56,46.32,1.71761658031088
YPL191C,360,12.69,19.82,0.640262361251261
YPL193W,381,16.51,33.2,0.497289156626506
YPL194W,612,8.12,21.71,0.374021188392446
YPL195W,932,48.25,89.19,0.54097993048548
YPL196W,273,37.5,29.93,1.25292348813899
YPL199C,240,159.68,139.65,1.14343000358038
YPL202C,416,27.33,34.43,0.793784490270113
YPL203W,380,44.13,47.79,0.923414940364093
YPL204W,494,81.57,99.43,0.820376144020919
YPL206C,321,88.83,58.11,1.52865255549819
YPL207W,810,42.54,86.89,0.489584532167108
YPL208W,583,23.8,48.29,0.492855663698488
YPL209C,367,10.43,12.61,0.827121332275972
YPL210C,640,92.16,118.81,0.775692281794462
YPL211W,181,291.63,227.31,1.28296159429854
YPL212C,544,86.38,97.44,0.886494252873563
YPL213W,238,37.84,26.88,1.4077380952381
YPL214C,540,9.48,26.25,0.361142857142857
YPL215W,335,58.41,61.41,0.951148021494871
YPL216W,1102,2.9,9.24,0.313852813852814
YPL217C,1183,72.46,91.57,0.791307196680135
YPL218W,190,710.75,567.53,1.25235670361038
YPL219W,492,13.83,19.11,0.723704866562009
YPL221W,793,29.14,80.99,0.359797505864922
YPL222W,688,7.97,15.59,0.511225144323284
YPL224C,484,19.8,34.67,0.571098932794924
YPL225W,146,765.06,472.94,1.61766820315473
YPL226W,1196,193.83,268.09,0.723003468984296
YPL227C,334,64.05,101.23,0.632717573841746
YPL228W,549,45.2,43.84,1.03102189781022
YPL229W,206,17.61,11.23,1.56812110418522
YPL231W,1887,633.09,896.2,0.706415978576211
YPL232W,290,138.7,132.88,1.04379891631547
YPL233W,216,31.38,46.71,0.671804752729608
YPL234C,164,393.33,378.42,1.03940066592675
YPL235W,471,179.2,137.93,1.29920974407308
YPL236C,364,9.9,18.25,0.542465753424658
YPL237W,285,554.2,558.12,0.992976420841396
YPL239W,200,200.04,127.47,1.56931042598258
YPL241C,268,19.99,28.46,0.702389318341532
YPL242C,1495,16.15,50.24,0.321457006369427
YPL243W,599,110.53,118.81,0.930308896557529
YPL244C,339,22.97,68.67,0.334498325324013
YPL245W,454,27.61,40.65,0.679212792127921
YPL246C,262,88.58,124.54,0.711257427332584
YPL247C,523,12.97,23.62,0.549110922946655
YPL248C,881,0.95,4.19,0.22673031026253
YPL249C,894,33.56,34.24,0.980140186915888
YPL250C,136,64.55,43.43,1.48629979276997
YPL252C,172,116.25,87.27,1.33207287727742
YPL253C,647,11.44,19.09,0.599266631744369
YPL254W,488,32.08,51.03,0.628649813834999
YPL255W,385,9.91,26.33,0.376376756551462
YPL256C,545,54.7,85.16,0.642320338186942
YPL257W,193,10.34,14.03,0.736992159657876
YPL259C,475,34.03,52.95,0.642681775259679
YPL260W,551,96.52,85.57,1.12796540843754
YPL262W,488,192.11,206.34,0.931036153920713
YPL263C,651,79.85,105.16,0.759319132750095
YPL264C,353,5.16,4.74,1.08860759493671
YPL265W,608,180.48,198.72,0.908212560386473
YPL266W,318,123.82,127.99,0.967419329635128
YPL267W,209,48.67,28.73,1.69404803341455
YPL268W,869,5.94,23.45,0.253304904051173
YPL269W,644,3.13,19.49,0.160595177013853
YPL270W,773,22.27,67.23,0.331250929644504
YPL271W,62,464.82,277.83,1.67303746895584
YPL274W,587,75.38,96.08,0.784554537885096
YPR002W,516,4.8,9.54,0.50314465408805
YPR003C,754,9.63,22.78,0.422739244951712
YPR004C,344,112.33,144.93,0.775063823914993
YPR005C,294,3.15,12.89,0.244375484871994
YPR006C,575,9.97,16.86,0.591340450771056
YPR008W,694,21.72,37.87,0.573541061526274
YPR009W,268,12.35,40.03,0.308518611041719
YPR010C,1203,198.01,314.81,0.628982560909755
YPR010CA,72,130.66,73.82,1.76998103494988
YPR011C,326,17.05,33.82,0.504139562389119
YPR013C,317,4.33,18.16,0.238436123348018
YPR016C,245,341.35,272.79,1.25132886102863
YPR017C,143,37.38,44.74,0.835493965131873
YPR018W,606,25.16,26.96,0.933234421364985
YPR019W,933,38.88,65.88,0.59016393442623
YPR020W,115,183.72,83.88,2.19027181688126
YPR021C,902,7,28.54,0.245269796776454
YPR022C,1133,14.13,35.71,0.3956874824979
YPR023C,401,62.17,90.7,0.685446527012128
YPR024W,747,75.88,134.53,0.56403776109418
YPR025C,393,26.48,33.06,0.80096793708409
YPR026W,1211,5.1,15.61,0.326713645099295
YPR028W,180,566.45,521.95,1.08525720854488
YPR029C,832,40.28,71.4,0.564145658263305
YPR031W,748,7.13,18.82,0.378852284803401
YPR032W,1033,22.18,32.54,0.681622618315919
YPR033C,546,391.65,372.9,1.05028157683025
YPR034W,477,68.62,81.61,0.840828329861537
YPR035W,370,963.77,658.42,1.46376173263267
YPR036W,478,468.25,450.14,1.04023192784467
YPR036WA,67,1300.26,362.14,3.59048986579776
YPR037C,196,71.7,74.33,0.964617247410198
YPR040W,356,34.52,32.76,1.05372405372405
YPR041W,405,465.44,312.91,1.48745645712825
YPR043W,92,7625.08,4712.89,1.61792021456049
YPR045C,470,42.18,54.66,0.771679473106476
YPR046W,181,22.3,25.83,0.863337204800619
YPR047W,469,10.82,16.48,0.656553398058252
YPR048W,623,25.6,42.18,0.60692271218587
YPR049C,1178,7.33,20.3,0.361083743842365
YPR051W,176,91.15,71.31,1.27822184826813
YPR052C,93,617.18,504.32,1.22378648477157
YPR055W,1065,20,39.88,0.501504513540622
YPR056W,338,31.11,40.62,0.765878877400295
YPR057W,341,14.1,36.51,0.386195562859491
YPR058W,307,63.25,75.03,0.842996134879382
YPR060C,256,107.94,94.59,1.14113542657786
YPR061C,301,5.7,10.79,0.528266913809083
YPR062W,158,483.47,200.29,2.41384991761945
YPR063C,140,324.14,163.46,1.98299278110853
YPR065W,368,65.2,46.41,1.40486964016376
YPR066W,299,9.23,13,0.71
YPR067W,185,29.45,62.25,0.473092369477912
YPR068C,470,6.26,11.1,0.563963963963964
YPR069C,293,762.41,599.32,1.2721250750851
YPR070W,566,15.91,32.09,0.495793081956996
YPR071W,211,15.51,29.16,0.531893004115226
YPR072W,560,98.01,100.8,0.972321428571429
YPR073C,161,218.24,155.29,1.40537059694765
YPR074C,680,1025.28,1032,0.993488372093023
YPR075C,360,44.2,82.71,0.534397291742232
YPR079W,381,33.76,30.49,1.10724827812397
YPR081C,618,10.42,20.39,0.511034820990682
YPR082C,143,42.86,47.15,0.909013785790032
YPR083W,579,6.46,14.62,0.441860465116279
YPR084W,456,8.64,21.05,0.410451306413302
YPR085C,443,5.1,21.11,0.24159166271909
YPR086W,345,81.17,97.15,0.835512094698919
YPR088C,541,184.61,199.77,0.924112729639085
YPR089W,888,25.62,49.44,0.518203883495146
YPR091C,770,34.2,76.7,0.445893089960887
YPR093C,288,10.78,16.41,0.656916514320536
YPR094W,107,72.54,56.11,1.29281767955801
YPR095C,1226,6.2,26.01,0.23836985774702
YPR097W,1073,36.41,68.71,0.529908310289623
YPR098C,161,88.9,76.12,1.16789280084078
YPR100W,140,128.66,111.44,1.15452261306533
YPR101W,175,44.98,40.78,1.1029916625797
YPR103W,287,326.66,267.68,1.22033771667663
YPR104C,936,20.58,35.54,0.579065841305571
YPR105C,861,19.45,61.85,0.314470493128537
YPR106W,443,22.1,38.22,0.578231292517007
YPR107C,208,38.97,33.36,1.1681654676259
YPR108W,429,227.72,185.16,1.2298552603154
YPR109W,294,12.76,39.67,0.321653642551046
YPR110C,335,327.57,328.05,0.998536808413352
YPR111W,564,14.29,24.69,0.5787768327258
YPR112C,887,82.61,85.61,0.964957364793833
YPR113W,220,295.71,344.51,0.858349539926272
YPR114W,315,74.19,127.65,0.581198589894242
YPR115W,1083,9.85,50.26,0.195980899323518
YPR116W,277,10.64,21.85,0.48695652173913
YPR117W,2489,0.48,21.49,0.0223359702187064
YPR118W,411,135.95,171.47,0.792850061235201
YPR119W,491,47.56,69.46,0.68471062482004
YPR120C,435,20.14,30.32,0.664248021108179
YPR122W,1208,11.94,38.01,0.314127861089187
YPR124W,406,349.01,357.6,0.975978747203579
YPR125W,454,54.26,46.18,1.17496751840624
YPR127W,345,34.44,52.5,0.656
YPR128C,328,50.15,74.42,0.673877989787691
YPR129W,349,159.32,128.75,1.23743689320388
YPR131C,195,73.7,58.05,1.26959517657192
YPR133C,410,110.03,95.07,1.15735773640475
YPR133WA,50,469.86,363.21,1.29363178326588
YPR134W,268,14.22,24.97,0.569483380056067
YPR135W,927,31.15,37.59,0.828677839851024
YPR137W,573,69.36,82.63,0.839404574609706
