Gene,Length,RPF,mRNA,TE,FEcap,uATG,utr,gc
YOL152W,620,23.16,35.64,0.64983164983165,NA,FALSE,NA,NA
YOL158C,606,97.74,174.36,0.560564349621473,-7.7,TRUE,23,0.347826086956522
YOL159C,171,26.45,32.52,0.813345633456334,NA,FALSE,NA,NA
YOL159CA,90,24.12,29.53,0.816796478157806,NA,FALSE,NA,NA
YOL164W,646,1.77,13.48,0.131305637982196,NA,FALSE,NA,NA
YOR001W,733,45.72,78.82,0.580055823395077,NA,FALSE,NA,NA
YOR002W,544,39.95,93.64,0.426633917129432,NA,FALSE,NA,NA
YOR003W,478,4.62,8.13,0.568265682656827,NA,FALSE,NA,NA
YOR004W,254,95.43,80.02,1.19257685578605,-7.6,TRUE,50,0.42
YOR005C,944,4.37,10.27,0.425511197663096,NA,FALSE,NA,NA
YOR006C,313,54.85,40.25,1.36273291925466,-6.9,TRUE,41,0.390243902439024
YOR007C,346,616.11,708.93,0.869070289027125,-7.5,TRUE,57,0.385964912280702
YOR008C,378,77.1,82.03,0.939900036571986,NA,FALSE,NA,NA
YOR011W,1394,3.42,22.35,0.153020134228188,-3.3,TRUE,974,0.410677618069815
YOR012W,137,13.24,14.01,0.945039257673091,NA,FALSE,NA,NA
YOR014W,757,63.3,109.09,0.580254835456962,-6.6,TRUE,252,0.369047619047619
YOR016C,207,81.35,75.61,1.07591588414231,NA,FALSE,NA,NA
YOR017W,800,9.34,28.18,0.331440738112136,-6.5,TRUE,63,0.412698412698413
YOR018W,837,15.79,25.05,0.630339321357285,NA,FALSE,NA,NA
YOR020C,106,1516.22,1016.34,1.49184328079186,-5.6,TRUE,39,0.41025641025641
YOR020WA,90,80.05,58.51,1.36814219791489,-16.6,TRUE,184,0.385869565217391
YOR021C,213,294.48,186.93,1.57534906114588,NA,FALSE,NA,NA
YOR022C,715,9.19,15.83,0.580543272267846,NA,FALSE,NA,NA
YOR023C,566,27.34,33.22,0.822998193859121,-8.7,TRUE,102,0.343137254901961
YOR025W,447,34.56,68.37,0.505484861781483,NA,FALSE,NA,NA
YOR026W,341,11.97,32.33,0.370244355088153,NA,FALSE,NA,NA
YOR027W,589,913.02,574.37,1.58960252102303,-5.1,TRUE,36,0.416666666666667
YOR028C,295,15.07,15.52,0.971005154639175,NA,FALSE,NA,NA
YOR030W,619,4.72,22.82,0.206836108676599,NA,FALSE,NA,NA
YOR033C,702,8.54,34.63,0.246606988160554,-5.77,TRUE,72,0.388888888888889
YOR034C,749,12.62,39.56,0.319009100101112,NA,FALSE,NA,NA
YOR035C,789,20.18,36.62,0.551064991807755,NA,FALSE,NA,NA
YOR036W,288,30.89,24.09,1.28227480282275,NA,FALSE,NA,NA
YOR037W,366,16.71,22.32,0.748655913978495,NA,FALSE,NA,NA
YOR038C,875,16.87,27.9,0.604659498207885,NA,FALSE,NA,NA
YOR039W,258,115.87,123.99,0.934510847649004,NA,FALSE,NA,NA
YOR040W,285,16.57,20.72,0.799710424710425,NA,FALSE,NA,NA
YOR042W,411,99.82,113.52,0.879316420014094,-5.6,TRUE,58,0.396551724137931
YOR043W,486,37.03,77.37,0.478609280082719,-10.3,TRUE,405,0.422222222222222
YOR044W,157,14.11,19.44,0.72582304526749,-7.8,TRUE,247,0.368421052631579
YOR045W,61,427.19,229.13,1.86440012220137,-3.7,TRUE,58,0.396551724137931
YOR046C,482,252.32,239.75,1.05242961418144,-4.4,TRUE,43,0.372093023255814
YOR047C,444,19.92,37.24,0.534908700322234,NA,FALSE,NA,NA
YOR048C,1006,49.39,98.19,0.503004379264691,NA,FALSE,NA,NA
YOR049C,354,10.93,14.32,0.763268156424581,NA,FALSE,NA,NA
YOR051C,412,122.58,131.28,0.933729433272395,-5.7,TRUE,21,0.333333333333333
YOR052C,150,211.13,116.15,1.81773568661214,-8.9,TRUE,126,0.357142857142857
YOR054C,674,13.51,18.04,0.748891352549889,-10.7,TRUE,142,0.359154929577465
YOR056C,459,70,75.7,0.924702774108322,NA,FALSE,NA,NA
YOR057W,395,40.71,56.94,0.714963119072708,NA,FALSE,NA,NA
YOR058C,885,16.14,38.37,0.420641125879593,NA,FALSE,NA,NA
YOR060C,257,7.66,30.64,0.25,NA,FALSE,NA,NA
YOR061W,339,105.58,107.29,0.984061888340013,NA,FALSE,NA,NA
YOR062C,268,7.64,13.41,0.56972408650261,NA,FALSE,NA,NA
YOR063W,387,8895.79,7031.67,1.26510345337594,-2.9,TRUE,23,0.347826086956522
YOR064C,219,10.24,25.39,0.403308389129579,NA,FALSE,NA,NA
YOR065W,309,67.45,64.98,1.03801169590643,NA,FALSE,NA,NA
YOR066W,629,20.28,27.78,0.730021598272138,-7.7,TRUE,1,1
YOR067C,577,47.73,77.79,0.613575009641342,-15.3,TRUE,42,0.380952380952381
YOR069W,675,44.12,44.91,0.982409262970385,-7.1,TRUE,78,0.371794871794872
YOR070C,637,15.69,25.11,0.624850657108722,NA,FALSE,NA,NA
YOR071C,598,12.6,28.64,0.439944134078212,NA,FALSE,NA,NA
YOR073W,590,7.95,29.03,0.273854633138133,NA,FALSE,NA,NA
YOR074C,304,81.88,64.43,1.2708365668167,-5.1,TRUE,65,0.4
YOR075W,346,26.72,35.99,0.742428452347874,-8.4,TRUE,18,0.277777777777778
YOR076C,747,16.34,29.52,0.553523035230352,-13.1,TRUE,38,0.394736842105263
YOR077W,232,26.39,21,1.25666666666667,NA,FALSE,NA,NA
YOR079C,313,28.15,27.67,1.01734730755331,-14.4,TRUE,36,0.416666666666667
YOR080W,732,5.5,25.08,0.219298245614035,-13.3,TRUE,7,0.714285714285714
YOR081C,749,15.61,30.62,0.509797517962116,NA,FALSE,NA,NA
YOR083W,295,20.54,26.69,0.7695766204571,-2.1,TRUE,76,0.381578947368421
YOR085W,350,135.84,141.88,0.957428813081477,-4.7,TRUE,61,0.409836065573771
YOR086C,1186,82.71,143.16,0.577745180217938,NA,FALSE,NA,NA
YOR087W,675,31.88,46.81,0.681051057466353,NA,FALSE,NA,NA
YOR089C,210,166.7,78.51,2.12329639536365,-5,TRUE,78,0.371794871794872
YOR090C,572,32.19,57.39,0.56089911134344,-14.4,TRUE,126,0.357142857142857
YOR091W,345,157.75,144.51,1.09161995709639,-6.6,TRUE,63,0.412698412698413
YOR092W,613,17.77,38.06,0.466894377299002,NA,FALSE,NA,NA
YOR093C,1648,7.91,29.42,0.268864717878994,NA,FALSE,NA,NA
YOR094W,183,58.98,35.5,1.66140845070423,NA,FALSE,NA,NA
YOR095C,258,172.5,125.71,1.37220587065468,-4.5,TRUE,71,0.394366197183099
YOR096W,190,4542.27,3568.62,1.27283655866974,-5.8,TRUE,29,0.379310344827586
YOR097C,175,25.14,32.9,0.764133738601824,NA,FALSE,NA,NA
YOR098C,1076,49.99,81.46,0.613675423520746,-15.7,TRUE,61,0.409836065573771
YOR099W,393,230.1,262.61,0.876204257263623,NA,FALSE,NA,NA
YOR101W,309,72.65,75.02,0.968408424420155,NA,FALSE,NA,NA
YOR103C,130,180.32,117.74,1.53151010701546,-1.7,TRUE,22,0.363636363636364
YOR104W,282,22.15,26.88,0.824032738095238,NA,FALSE,NA,NA
YOR106W,283,26.56,33.74,0.787196206283343,-3.4,TRUE,95,0.357894736842105
YOR108W,604,105.39,163.78,0.643485163023568,-13.8,TRUE,31,0.419354838709677
YOR109W,1107,50.3,95.54,0.526481055055474,NA,FALSE,NA,NA
YOR110W,435,29.57,39.94,0.740360540811217,-2.6,TRUE,84,0.369047619047619
YOR111W,232,22.4,18.67,1.19978575254419,-6.5,TRUE,41,0.390243902439024
YOR112W,761,32.13,40.1,0.801246882793017,-7.8,TRUE,71,0.394366197183099
YOR113W,914,14.67,27.62,0.531136857349747,NA,FALSE,NA,NA
YOR114W,294,9.85,10.55,0.933649289099526,-9.8,TRUE,99,0.353535353535354
YOR115C,268,40.18,55.09,0.729351969504447,-4.5,TRUE,52,0.423076923076923
YOR116C,1460,59.11,128.33,0.460609366477051,-7.9,TRUE,215,0.381395348837209
YOR117W,434,244.29,224.64,1.08747329059829,-7.6,TRUE,68,0.382352941176471
YOR118W,567,17.6,32.29,0.545060390213688,NA,FALSE,NA,NA
YOR119C,484,37.31,40.17,0.928802588996764,-10.5,TRUE,1,1
YOR120W,312,15.03,24.92,0.603130016051364,-15.7,TRUE,86,0.383720930232558
YOR122C,126,1546.49,1140.93,1.35546440184762,-9.7,TRUE,24,0.333333333333333
YOR123C,464,97.54,65.97,1.4785508564499,NA,FALSE,NA,NA
YOR124C,1272,48.71,79.63,0.61170413160869,NA,FALSE,NA,NA
YOR125C,233,41.02,48.79,0.840746054519369,-14.1,TRUE,45,0.377777777777778
YOR126C,238,37.84,36.81,1.02798152675903,-10.1,TRUE,32,0.40625
YOR127W,1007,12.53,39.34,0.318505338078292,NA,FALSE,NA,NA
YOR128C,571,127.57,116.01,1.09964658219119,-2.8,TRUE,27,0.37037037037037
YOR129C,893,4.99,16.15,0.308978328173375,NA,FALSE,NA,NA
YOR130C,292,19.75,30.34,0.650955833882663,-6.7,TRUE,59,0.406779661016949
YOR131C,218,67.02,51.92,1.29083204930663,-11.9,TRUE,95,0.357894736842105
YOR132W,551,42.03,63.15,0.665558194774347,-1.2,TRUE,71,0.394366197183099
YOR136W,369,478.4,361.18,1.32454731712719,-6.8,TRUE,90,0.366666666666667
YOR137C,622,2.31,17.01,0.135802469135802,NA,FALSE,NA,NA
YOR138C,671,25.94,40.27,0.644151974174323,-9.2,TRUE,66,0.393939393939394
YOR140W,766,13.6,24.54,0.554197229013855,NA,FALSE,NA,NA
YOR141C,881,38.02,48.32,0.786837748344371,-6.1,TRUE,22,0.363636363636364
YOR142W,329,257.45,193.57,1.33000981557059,NA,FALSE,NA,NA
YOR143C,319,24.64,29.47,0.836104513064133,-12.2,TRUE,51,0.411764705882353
YOR144C,791,9.1,24.64,0.369318181818182,NA,FALSE,NA,NA
YOR145C,274,186.64,163.09,1.14439879820958,-11.3,TRUE,22,0.363636363636364
YOR147W,622,11.57,31.57,0.36648717136522,-6.5,TRUE,38,0.394736842105263
YOR148C,185,20.35,43.36,0.469326568265683,NA,FALSE,NA,NA
YOR149C,516,8.56,29,0.295172413793103,NA,FALSE,NA,NA
YOR150W,163,88.2,112.02,0.787359400107124,-12.9,TRUE,28,0.392857142857143
YOR151C,1224,126.04,245.92,0.512524398178269,NA,FALSE,NA,NA
YOR152C,256,6.86,24.03,0.285476487723679,-4.4,TRUE,591,0.414551607445008
YOR153W,1511,885.51,1503.82,0.588840419731085,NA,FALSE,NA,NA
YOR154W,587,10.26,25.57,0.401251466562378,NA,FALSE,NA,NA
YOR155C,450,30.64,43.42,0.705665591893137,-5.6,TRUE,33,0.393939393939394
YOR157C,261,346.89,266.06,1.30380365331128,-9.5,TRUE,38,0.394736842105263
YOR158W,318,48.37,52.31,0.92467979353852,NA,FALSE,NA,NA
YOR159C,94,121.86,60.73,2.00658653054504,-6.1,TRUE,45,0.377777777777778
YOR160W,972,22.91,37.87,0.604964351729601,-7,TRUE,69,0.376811594202899
YOR161C,539,17.59,38.62,0.455463490419472,-12.2,TRUE,166,0.379518072289157
YOR162C,810,4.94,19.93,0.247867536377321,NA,FALSE,NA,NA
YOR163W,188,150.19,112.57,1.33419205827485,-10.9,TRUE,38,0.394736842105263
YOR164C,312,191.4,165.63,1.15558775584133,NA,FALSE,NA,NA
YOR165W,776,81.64,111.75,0.730559284116331,-9.8,TRUE,43,0.372093023255814
YOR166C,458,13.1,29.77,0.440040309035942,-8.8,TRUE,39,0.41025641025641
YOR167C,67,4423.07,2739.16,1.61475415820909,-7.5,TRUE,13,0.384615384615385
YOR168W,809,346.74,375.53,0.923335019838628,-8.1,TRUE,29,0.379310344827586
YOR171C,624,49.66,60.73,0.817717767166145,NA,FALSE,NA,NA
YOR172W,786,5.09,25.42,0.200236034618411,NA,FALSE,NA,NA
YOR173W,353,10.52,20.63,0.50993698497334,NA,FALSE,NA,NA
YOR174W,284,25.28,37.08,0.681769147788565,NA,FALSE,NA,NA
YOR175C,619,75.56,126.81,0.59585206214021,-9.4,TRUE,96,0.364583333333333
YOR176W,393,126.19,113.33,1.1134739257037,NA,FALSE,NA,NA
YOR177C,464,2.56,5.2,0.492307692307692,NA,FALSE,NA,NA
YOR179C,188,40.08,39.53,1.01391348343031,NA,FALSE,NA,NA
YOR181W,633,34.86,32.34,1.07792207792208,NA,FALSE,NA,NA
YOR185C,220,94.45,74.49,1.2679554302591,-5.8,TRUE,59,0.406779661016949
YOR187W,437,237.46,274.34,0.86556827294598,-10,TRUE,85,0.376470588235294
YOR188W,1137,21.02,42.9,0.48997668997669,NA,FALSE,NA,NA
YOR189W,116,108.08,75.94,1.42322886489334,NA,FALSE,NA,NA
YOR191W,1619,12.21,42.86,0.284881007932805,-9.1,TRUE,35,0.4
YOR193W,376,6.36,24.74,0.257073565076799,NA,FALSE,NA,NA
YOR194C,286,77.95,58.34,1.3361330133699,NA,FALSE,NA,NA
YOR195W,821,32.09,41.6,0.771394230769231,-8.8,TRUE,71,0.394366197183099
YOR196C,414,36.53,51.12,0.714593114241002,NA,FALSE,NA,NA
YOR197W,432,227.5,206.89,1.09961815457489,-12.2,TRUE,17,0.294117647058824
YOR198C,470,673.44,446.71,1.50755523717848,NA,FALSE,NA,NA
YOR201C,412,23.13,47.9,0.482881002087683,-12.9,TRUE,19,0.263157894736842
YOR202W,220,155.97,112.3,1.38886910062333,NA,FALSE,NA,NA
YOR204W,604,772.57,666.85,1.15853640248932,-6,TRUE,20,0.3
YOR205C,556,5.81,27.62,0.210354815351195,-15,TRUE,9,0.555555555555556
YOR206W,710,120.27,139.54,0.861903396875448,-6.7,TRUE,30,0.4
YOR207C,1149,61.54,107.73,0.571242922120115,-10.3,TRUE,24,0.333333333333333
YOR208W,750,4.06,17.59,0.230812961910176,-7.1,TRUE,167,0.383233532934132
YOR209C,429,175.58,187.8,0.93493077742279,NA,FALSE,NA,NA
YOR210W,70,607.55,384.58,1.57977533933122,-2.7,TRUE,58,0.396551724137931
YOR211C,881,31.67,57.48,0.550974251913709,-4.9,TRUE,192,0.385416666666667
YOR212W,423,97.63,124.73,0.782730698308346,NA,FALSE,NA,NA
YOR213C,248,16.9,30.16,0.560344827586207,NA,FALSE,NA,NA
YOR215C,185,73.93,57.46,1.28663418029934,NA,FALSE,NA,NA
YOR216C,484,46.5,61.11,0.760922925871379,NA,FALSE,NA,NA
YOR217W,861,51.52,71.79,0.717648697590194,NA,FALSE,NA,NA
YOR219C,931,15.55,32.77,0.474519377479402,-12.2,TRUE,51,0.411764705882353
YOR220W,265,65.43,45.5,1.43802197802198,-4.5,TRUE,1,1
YOR221C,360,34.16,46.62,0.732732732732733,-8.7,TRUE,53,0.415094339622642
YOR222W,307,26.25,52.74,0.497724687144482,NA,FALSE,NA,NA
YOR223W,292,30.69,20.9,1.46842105263158,NA,FALSE,NA,NA
YOR224C,146,510.69,372.15,1.37226924627166,NA,FALSE,NA,NA
YOR226C,156,156.83,124.93,1.25534299207556,-3.1,TRUE,22,0.363636363636364
YOR227W,1246,8.06,38.83,0.207571465361834,-8.4,TRUE,233,0.373390557939914
YOR228C,302,8.09,14.83,0.545515846257586,-7.8,TRUE,221,0.375565610859729
YOR229W,467,21.66,32.67,0.662993572084481,NA,FALSE,NA,NA
YOR230W,437,445.56,410.73,1.08480023373019,NA,FALSE,NA,NA
YOR231W,508,14.12,34.59,0.408210465452443,-11,TRUE,142,0.359154929577465
YOR232W,228,407.33,316.88,1.28543928300934,-13,TRUE,118,0.355932203389831
YOR233W,800,18.95,41.77,0.453674886282021,NA,FALSE,NA,NA
YOR234C,107,2188.83,1558.79,1.40418529757055,-4.8,TRUE,32,0.40625
YOR236W,211,54.38,64.84,0.838679827267119,-14.7,TRUE,15,0.333333333333333
YOR237W,434,2.73,4.88,0.559426229508197,NA,FALSE,NA,NA
YOR238W,303,22.92,32.32,0.709158415841584,NA,FALSE,NA,NA
YOR239W,628,165.47,127.27,1.30014928891333,NA,FALSE,NA,NA
YOR241W,548,54.02,77.77,0.694612318374695,NA,FALSE,NA,NA
YOR243C,676,86.5,113.5,0.762114537444934,NA,FALSE,NA,NA
YOR244W,445,20.03,31.96,0.626720901126408,-8.8,TRUE,30,0.4
YOR245C,418,24.16,34.5,0.700289855072464,NA,FALSE,NA,NA
YOR246C,330,44.35,107.83,0.411295557822498,-11.1,TRUE,64,0.40625
YOR247W,210,464.3,324.35,1.43147834129798,-6,TRUE,234,0.376068376068376
YOR249C,685,8.06,19.61,0.411014788373279,NA,FALSE,NA,NA
YOR250C,445,27.84,37.05,0.751417004048583,-4.8,TRUE,44,0.363636363636364
YOR251C,304,96.14,77.87,1.23462180557339,NA,FALSE,NA,NA
YOR252W,178,134.35,64.7,2.07650695517774,-4.3,TRUE,33,0.393939393939394
YOR253W,176,173.43,159.11,1.09000062849601,-7.4,TRUE,20,0.3
YOR254C,663,172.86,215.79,0.801056582788823,NA,FALSE,NA,NA
YOR256C,809,17.6,41.85,0.420549581839904,NA,FALSE,NA,NA
YOR257W,161,101.29,39.43,2.56885620086229,NA,FALSE,NA,NA
YOR258W,217,8.75,15.42,0.567444876783398,NA,FALSE,NA,NA
YOR259C,437,247.95,215.11,1.15266607782065,-6.1,TRUE,22,0.363636363636364
YOR260W,578,95.98,154.37,0.621752931269029,NA,FALSE,NA,NA
YOR261C,338,257.8,257.29,1.00198219907497,-7.6,TRUE,93,0.354838709677419
YOR262W,347,39.04,41.7,0.93621103117506,NA,FALSE,NA,NA
YOR264W,430,77.4,87.9,0.880546075085324,NA,FALSE,NA,NA
YOR265W,106,244.8,123.97,1.97467129144148,-3,TRUE,35,0.4
YOR266W,423,9.8,17.68,0.554298642533937,NA,FALSE,NA,NA
YOR269W,494,6.02,17.83,0.337633202467751,-11,TRUE,62,0.403225806451613
YOR270C,840,278.92,422.84,0.659634850061489,NA,FALSE,NA,NA
YOR271C,327,205.21,188.58,1.08818538551278,-4.5,TRUE,41,0.390243902439024
YOR272W,460,126.93,109.45,1.15970762905436,-1.7,TRUE,48,0.395833333333333
YOR273C,659,25.76,37.71,0.683107928931318,-0.9,TRUE,85,0.376470588235294
YOR274W,428,22.72,26.1,0.870498084291188,-17.1,TRUE,199,0.381909547738693
YOR275C,661,12.93,42.66,0.30309423347398,-16.2,TRUE,9,0.555555555555556
YOR276W,161,767.55,555.43,1.38190230992204,-3.8,TRUE,61,0.409836065573771
YOR278W,275,20.43,34,0.600882352941176,NA,FALSE,NA,NA
YOR279C,310,16.43,13.81,1.18971759594497,NA,FALSE,NA,NA
YOR280C,266,56.68,46.62,1.21578721578722,NA,FALSE,NA,NA
YOR281C,286,107.27,112.54,0.953172205438066,NA,FALSE,NA,NA
YOR283W,230,154.09,102.92,1.49718227749709,-4.2,TRUE,70,0.385714285714286
YOR284W,243,17.12,25.52,0.670846394984326,NA,FALSE,NA,NA
YOR285W,139,475.49,351.94,1.35105415695857,-7.3,TRUE,7,0.714285714285714
YOR286W,149,177.33,134.1,1.32237136465324,-8.5,TRUE,24,0.333333333333333
YOR287C,300,57.77,38.72,1.49199380165289,-5.1,TRUE,23,0.347826086956522
YOR288C,318,44.7,39.16,1.1414708886619,NA,FALSE,NA,NA
YOR289W,251,13.45,14.71,0.914343983684568,-14.6,TRUE,32,0.40625
YOR290C,1703,28.7,81.12,0.35379684418146,-9.4,TRUE,124,0.354838709677419
YOR291W,1472,15.85,43.06,0.36809103576405,-8.9,TRUE,152,0.361842105263158
YOR292C,309,16.59,25.17,0.65911799761621,NA,FALSE,NA,NA
YOR293W,105,6116.61,3810.2,1.60532517978059,-5.1,TRUE,28,0.392857142857143
YOR294W,203,243.52,161.46,1.50823733432429,-8.7,TRUE,47,0.382978723404255
YOR295W,228,17.93,25.9,0.692277992277992,NA,FALSE,NA,NA
YOR296W,1289,7.17,25.24,0.284072900158479,-9.1,TRUE,115,0.347826086956522
YOR297C,192,42.01,43.32,0.969759926131117,-8,TRUE,27,0.37037037037037
YOR298CA,151,1750.76,1034.5,1.69237312711455,NA,FALSE,NA,NA
YOR299W,746,19.83,47.83,0.414593351453063,NA,FALSE,NA,NA
YOR301W,435,37.33,99.9,0.373673673673674,NA,FALSE,NA,NA
YOR302W,25,70.75,49.22,1.43742381145876,NA,FALSE,NA,NA
YOR303W,411,40.56,93.52,0.433704020530368,NA,FALSE,NA,NA
YOR304CA,76,60.02,55.69,1.07775184054588,-8.8,TRUE,2,1
YOR304W,1120,26.77,56.2,0.476334519572954,NA,FALSE,NA,NA
YOR305W,242,13.39,50.03,0.26763941635019,NA,FALSE,NA,NA
YOR306C,521,11.95,35.33,0.338239456552505,NA,FALSE,NA,NA
YOR307C,453,22.57,52.04,0.433704842428901,NA,FALSE,NA,NA
YOR308C,587,19.46,24.4,0.797540983606557,-4.6,TRUE,29,0.379310344827586
YOR310C,511,588.09,470.58,1.2497131199796,-9.8,TRUE,29,0.379310344827586
YOR311C,290,66.27,80.61,0.822106438407145,-9.3,TRUE,10,0.5
YOR315W,346,68.95,102.41,0.673274094326726,NA,FALSE,NA,NA
YOR316C,439,64.32,65.7,0.978995433789954,NA,FALSE,NA,NA
YOR317W,700,153.84,132.32,1.16263603385732,-3.3,TRUE,70,0.385714285714286
YOR319W,213,20.47,36.28,0.564222712238148,NA,FALSE,NA,NA
YOR320C,491,46.73,92.02,0.507824386003043,-11.8,TRUE,108,0.324074074074074
YOR321W,753,33.58,50.46,0.665477606024574,-7,TRUE,79,0.367088607594937
YOR322C,818,16.66,46.09,0.361466695595574,NA,FALSE,NA,NA
YOR323C,456,395.76,313.32,1.26311757947147,-6.27,TRUE,20,0.3
YOR324C,602,9.8,29.92,0.327540106951872,-14.8,TRUE,158,0.367088607594937
YOR326W,1574,85.01,200.99,0.422956365988358,-6.1,TRUE,191,0.387434554973822
YOR327C,115,355.79,188.73,1.8851798866105,-6.2,TRUE,84,0.369047619047619
YOR328W,1564,0.38,12.02,0.0316139767054908,NA,FALSE,NA,NA
YOR329C,872,16.54,34.54,0.478865083960625,-10.7,TRUE,123,0.349593495934959
YOR330C,1254,11.09,43.88,0.252734731084777,-13.4,TRUE,12,0.416666666666667
YOR332W,233,1646.38,829.9,1.98382937703338,-7.2,TRUE,32,0.40625
YOR334W,470,5.6,15.6,0.358974358974359,NA,FALSE,NA,NA
YOR335C,958,487.38,543.68,0.896446439081813,-6.8,TRUE,107,0.327102803738318
YOR336W,1365,21.86,54.8,0.398905109489051,NA,FALSE,NA,NA
YOR337W,759,9.68,25.55,0.378864970645793,NA,FALSE,NA,NA
YOR340C,326,188.61,154.14,1.22362787076684,-12,TRUE,19,0.263157894736842
YOR341W,1664,165.12,350.01,0.471757949772864,-4,TRUE,126,0.357142857142857
YOR342C,319,46.29,69.89,0.662326513092002,NA,FALSE,NA,NA
YOR344C,291,79.93,59.02,1.35428668248052,-2.1,TRUE,133,0.353383458646617
YOR346W,985,12.66,44.32,0.285649819494585,-9.5,TRUE,164,0.378048780487805
YOR347C,506,46.6,46.98,0.991911451681567,NA,FALSE,NA,NA
YOR349W,1014,4.7,12.33,0.381184103811841,-8.9,TRUE,25,0.36
YOR350C,663,5.99,20.71,0.2892322549493,NA,FALSE,NA,NA
YOR352W,343,24.2,22.1,1.09502262443439,-5.4,TRUE,76,0.381578947368421
YOR353C,791,15.73,34.72,0.453052995391705,NA,FALSE,NA,NA
YOR354C,692,29.84,63.79,0.467784919266343,NA,FALSE,NA,NA
YOR355W,522,68.76,145.85,0.471443263627014,-4.6,TRUE,493,0.411764705882353
YOR356W,631,50.25,75.89,0.662142574779286,-16.6,TRUE,28,0.392857142857143
YOR357C,162,102.03,99.34,1.02707871954902,-11.6,TRUE,38,0.394736842105263
YOR358W,242,16.84,20.95,0.80381861575179,-8.1,TRUE,37,0.405405405405405
YOR359W,523,23.46,29.55,0.793908629441624,NA,FALSE,NA,NA
YOR360C,526,24.76,45.19,0.547908829387033,NA,FALSE,NA,NA
YOR361C,763,325.31,295.42,1.10117798388735,NA,FALSE,NA,NA
YOR362C,288,290.82,255.99,1.13606000234384,-4,TRUE,44,0.363636363636364
YOR363C,996,4.97,17.94,0.277034559643255,NA,FALSE,NA,NA
YOR367W,200,73.89,79.24,0.932483594144372,NA,FALSE,NA,NA
YOR368W,401,12.65,19.64,0.644093686354379,NA,FALSE,NA,NA
YOR369C,143,7351.02,6945.2,1.05843172262858,-6.8,TRUE,69,0.376811594202899
YOR370C,603,52.17,125.04,0.417226487523992,NA,FALSE,NA,NA
YOR371C,897,15.46,39.67,0.389715149987396,NA,FALSE,NA,NA
YOR374W,519,153.45,140.53,1.09193766455561,-7.9,TRUE,68,0.382352941176471
YOR375C,454,628.54,531.61,1.18233291322586,-5.7,TRUE,58,0.396551724137931
YOR377W,525,18.82,38.81,0.484926565318217,NA,FALSE,NA,NA
YOR378W,515,3.59,5.54,0.648014440433213,NA,FALSE,NA,NA
YOR380W,546,2.62,12.71,0.206136900078678,NA,FALSE,NA,NA
YOR382W,153,558.64,294,1.90013605442177,NA,FALSE,NA,NA
YOR383C,204,653.46,356.57,1.83262753456544,0,TRUE,48,0.395833333333333
YOR384W,694,3.3,10.07,0.327706057596822,NA,FALSE,NA,NA
YOR385W,290,16.02,16.12,0.99379652605459,-11.8,TRUE,9,0.555555555555556
YOR386W,565,11.43,18.21,0.627677100494234,NA,FALSE,NA,NA
YPL001W,374,39.62,38.29,1.03473491773309,NA,FALSE,NA,NA
YPL002C,233,21.41,36.12,0.592746400885936,NA,FALSE,NA,NA
YPL003W,462,10.46,25.35,0.412623274161736,NA,FALSE,NA,NA
YPL004C,341,451.22,335.13,1.34640288843136,-5.8,TRUE,18,0.277777777777778
YPL005W,606,3.18,11.21,0.283675289919715,NA,FALSE,NA,NA
YPL006W,1170,25,56.83,0.439908499032201,NA,FALSE,NA,NA
YPL007C,588,15.26,30.05,0.507820299500832,NA,FALSE,NA,NA
YPL008W,861,4.52,20.23,0.223430548690064,NA,FALSE,NA,NA
YPL010W,189,394.81,301.54,1.30931219738675,-7.4,TRUE,47,0.382978723404255
YPL011C,353,18.87,41.27,0.457232856796705,-10.4,TRUE,48,0.395833333333333
YPL012W,1228,85.71,134.7,0.63630289532294,-6.1,TRUE,67,0.388059701492537
YPL013C,121,120.8,82.57,1.46300108998426,-10,TRUE,20,0.3
YPL014W,381,13.54,16.02,0.845193508114856,-10,TRUE,19,0.263157894736842
YPL015C,357,30.22,82.58,0.36594817147009,NA,FALSE,NA,NA
YPL017C,499,2.61,5.23,0.499043977055449,NA,FALSE,NA,NA
YPL018W,369,26.09,33.21,0.785606744956338,-15.9,TRUE,179,0.385474860335196
YPL019C,835,427.35,591.47,0.722521852334015,-10.6,TRUE,136,0.352941176470588
YPL020C,621,15.6,33.36,0.467625899280576,NA,FALSE,NA,NA
YPL022W,1100,8.86,43.49,0.203724994251552,-13.1,TRUE,82,0.365853658536585
YPL023C,657,47.89,60.83,0.787276015124116,-7.6,TRUE,132,0.348484848484849
YPL024W,241,14.62,34.92,0.418671248568156,-10.9,TRUE,54,0.407407407407407
YPL026C,502,18.97,31.08,0.61036036036036,-5.6,TRUE,69,0.376811594202899
YPL028W,398,686.72,559.67,1.22700877302696,-3.2,TRUE,65,0.4
YPL029W,737,8.69,25.38,0.342395587076438,NA,FALSE,NA,NA
YPL030W,567,42.89,51.56,0.831846392552366,-6.5,TRUE,57,0.385964912280702
YPL031C,305,71.67,63.42,1.13008514664144,-7.4,TRUE,37,0.405405405405405
YPL032C,825,62.96,91.57,0.68756142841542,-12.9,TRUE,173,0.38728323699422
YPL034W,165,5.62,28.63,0.196297589940622,-12.1,TRUE,253,0.371541501976285
YPL037C,157,2746.26,1490.56,1.84243505796479,-1.5,TRUE,32,0.40625
